,ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,CA,NPM,FWBR,FWBR_N,layer
47,com.itextpdf.text.pdf.BarcodeEANSUPP,4,2,0,6,21,0,0,4,-6.350618563574099,-7.325819062478533,10.0
48,com.itextpdf.text.pdf.PdfDictionary,32,2,34,11,71,320,139,31,-12.184131570031417,-11.366377028757126,8.0
49,com.itextpdf.text.SplitCharacter,1,1,0,1,1,0,4,1,-2.1914983684337828,-1.9813794314603237,8.0
50,com.itextpdf.text.pdf.interfaces.PdfEncryptionSettings,2,1,0,1,2,1,4,2,-2.493335516049174,-2.360010023441053,1.0
51,com.itextpdf.text.pdf.codec.JBIG2Image,4,1,0,7,15,6,1,4,-7.759614198737952,-8.748969447472904,8.0
52,com.itextpdf.text.pdf.CFFFont$DictOffsetItem,3,3,0,1,5,0,2,3,-1.5913599642611818,-1.3920165920245384,8.0
53,com.itextpdf.xmp.XMPDateTime,21,1,0,0,21,210,8,21,-1.5586887671340235,-1.7100191471647204,0.0
54,com.itextpdf.text.pdf.ExtraEncoding,3,1,0,0,3,3,5,3,-0.10746770845204129,0.05448642921518054,0.0
55,com.itextpdf.text.pdf.PdfSignature,11,3,0,8,22,55,3,10,-8.404100010469218,-8.752290648461383,8.0
56,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextHorizontalScaling,3,1,0,6,7,3,1,1,-7.236694156555887,-7.819483962251907,15.0
57,com.itextpdf.text.pdf.events.IndexEvents$Entry,11,1,0,1,28,11,2,11,-3.0840808668550204,-3.8761864600725255,10.0
58,com.itextpdf.text.pdf.PdfTransparencyGroup,3,3,0,4,6,3,4,3,-5.255168153936138,-5.26550601522919,8.0
59,com.itextpdf.text.pdf.PdfWriter,182,2,4,102,493,13627,100,130,-20.778715517207797,-21.601362570504488,8.0
60,com.itextpdf.text.pdf.interfaces.PdfIsoConformance,2,1,0,0,2,1,2,2,0.1415800359976527,0.35618362743504833,0.0
61,com.itextpdf.text.pdf.security.SecurityIDs,1,1,0,0,2,0,0,1,0.6001384041726006,0.5893628394357852,0.0
62,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextSetTextMatrix,3,1,0,6,10,3,1,1,-7.113604755187897,-7.933721990937255,15.0
63,com.itextpdf.text.pdf.parser.clipper.Paths$1,1,1,0,1,3,0,1,0,-1.9235816722928396,-2.230030207878772,1.0
64,com.itextpdf.text.pdf.Pfm2afm,11,1,0,2,39,0,1,1,-4.070515166044581,-5.172488186098295,8.0
65,com.itextpdf.text.pdf.codec.wmf.Point,2,1,0,0,3,1,2,2,0.25277551157903955,0.2529842309965927,0.0
66,com.itextpdf.text.pdf.parser.clipper.Path$Maxima,1,1,0,0,2,0,1,0,0.6001384041726006,0.5893628394357852,1.0
67,com.itextpdf.text.BadElementException,3,4,0,1,6,3,11,2,-1.5292396754446116,-1.2925833156646123,1.0
68,com.itextpdf.text.MarkedObject,9,1,1,3,14,14,3,8,-6.185402552076141,-6.338837844760838,8.0
69,com.itextpdf.text.pdf.PdfDiv,71,1,0,20,108,2205,4,71,-13.909887420375028,-14.948889965432478,8.0
70,com.itextpdf.text.pdf.security.OcspClient,1,1,0,0,1,0,3,1,0.4434171836130442,0.7348142194157778,0.0
71,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginText,3,1,0,5,9,3,1,1,-6.56445899534196,-7.295470750159538,15.0
72,com.itextpdf.text.pdf.PdfCopyFieldsImp,30,3,1,29,157,331,3,3,-13.661720923159704,-14.73316259343082,8.0
73,com.itextpdf.text.pdf.security.PdfSignatureBuildProperties,3,3,0,4,8,3,1,2,-5.158029576147827,-5.355659346974296,8.0
74,com.itextpdf.text.pdf.fonts.cmaps.CidLocationFromByte,2,1,0,5,7,0,2,2,-6.17035471861812,-6.903135939272487,8.0
75,com.itextpdf.text.Chunk,76,1,0,20,124,2332,28,73,-13.922688590650768,-15.026981517165382,8.0
76,com.itextpdf.awt.geom.Line2D$Float,12,2,0,5,16,16,0,12,-7.152817854272285,-7.375729476546024,8.0
77,com.itextpdf.text.pdf.FilterHandlers$Filter_ASCII85DECODE,3,1,0,7,6,3,1,1,-7.79591050126172,-8.294843951628005,8.0
78,com.itextpdf.text.xml.simpleparser.EntitiesToUnicode,4,1,0,0,22,4,1,3,0.3437085331300308,-0.675336184234962,0.0
79,com.itextpdf.text.ZapfDingbatsList,8,2,0,7,27,0,0,8,-7.255641368315533,-8.108666558047773,9.0
80,com.itextpdf.awt.geom.misc.RenderingHints$KeyValue,2,1,0,1,3,0,2,0,-2.262029072197859,-2.349420081518524,0.0
81,com.itextpdf.text.pdf.MappedRandomAccessFile$1,3,1,0,0,7,1,1,2,0.28055995595883043,-0.08037500884228305,0.0
82,com.itextpdf.text.pdf.PdfDocument$PdfCatalog,4,3,0,11,24,4,4,0,-8.3160559407241,-9.255136489040847,8.0
83,com.itextpdf.text.pdf.EnumerateTTC,4,3,0,4,21,0,1,0,-4.75858833207869,-5.514422480634049,8.0
84,com.itextpdf.text.pdf.PdfException,3,4,1,1,6,3,7,1,-1.8543520707617112,-1.2925833156646123,1.0
85,com.itextpdf.text.api.WriterOperation,1,1,0,3,1,0,2,1,-4.82641392048061,-4.697573082336425,8.0
86,com.itextpdf.text.pdf.qrcode.BitMatrix,12,1,0,1,22,0,1,12,-2.8098967619866366,-3.408671103396263,1.0
87,com.itextpdf.text.pdf.TrueTypeFont$WindowsMetrics,1,1,0,0,2,0,2,0,0.6001384041726006,0.5893628394357852,8.0
88,com.itextpdf.testutils.CompareTool$SafeEmptyEntityResolver,3,1,0,1,6,3,1,1,-2.5260793971680657,-2.8624566498758,17.0
89,com.itextpdf.text.pdf.draw.LineSeparator,13,2,1,4,23,16,5,13,-6.713427299277693,-6.8068019853794475,8.0
90,com.itextpdf.text.pdf.FilterHandlers$1,0,1,0,0,0,0,8,0,0.7540801391382728,1.1875633328944055,8.0
91,com.itextpdf.text.pdf.PdfSpotColor,8,1,0,16,36,0,9,7,-10.454393838408516,-11.857088330180959,8.0
92,com.itextpdf.text.pdf.languages.GlyphRepositioner,1,1,0,0,1,0,2,1,0.4434171836130442,0.7348142194157778,1.0
93,com.itextpdf.text.pdf.parser.clipper.Point$NumberComparator,4,1,0,1,6,6,1,2,-2.8093126235953823,-3.0200300210986817,1.0
94,com.itextpdf.awt.FontMapper,2,1,0,1,2,1,5,2,-2.493335516049174,-2.360010023441053,8.0
95,com.itextpdf.text.pdf.BidiOrder,29,1,0,2,37,186,2,8,-5.761646655013226,-6.2826473372173215,3.0
96,com.itextpdf.xmp.XMPError,0,1,0,0,0,0,1,0,0.7540801391382728,1.1875633328944055,0.0
97,com.itextpdf.text.pdf.events.PdfPCellEventForwarder,3,1,0,4,10,0,1,3,-5.594324122356422,-6.387630048290545,8.0
98,com.itextpdf.awt.geom.PathIterator,5,1,0,0,5,10,15,5,-0.4644876326357791,-0.37642258267240336,0.0
99,com.itextpdf.testutils.CompareTool$ObjectPath$ArrayPathItem,5,2,0,3,13,0,1,4,-4.550195112504631,-5.024432257113469,17.0
100,com.itextpdf.text.pdf.parser.ExtRenderListener,3,1,0,4,3,3,1,3,-6.225552156405214,-6.252319919908716,14.0
101,com.itextpdf.text.pdf.qrcode.MatrixUtil,22,1,0,6,43,211,1,10,-8.725839032370196,-9.597854621182819,6.0
102,com.itextpdf.text.pdf.CFFFont$StringItem,3,2,0,1,7,0,2,3,-1.7931360238835865,-1.9880993043827369,8.0
103,com.itextpdf.text.exceptions.InvalidImageException,3,4,0,0,4,1,2,3,1.0957328931185117,1.658101431042699,0.0
104,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetCMYKFill,3,1,0,6,6,3,1,1,-7.288306989366029,-7.771582614048337,15.0
105,com.itextpdf.text.pdf.events.IndexEvents$1,3,1,0,2,8,3,1,2,-3.9702676098941336,-4.541481412080319,10.0
106,com.itextpdf.xmp.impl.ParseState,8,1,0,1,12,0,1,8,-2.7234799324978516,-3.0957239483870054,1.0
107,com.itextpdf.text.xml.XmlToTxt,8,1,0,3,14,22,1,7,-5.846413254109227,-6.377984892252302,4.0
108,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetLineDashPattern,3,1,0,8,9,3,1,1,-8.10578578585634,-8.884342180618953,15.0
109,com.itextpdf.text.html.WebColors,5,3,0,2,31,8,1,2,-3.204848048083597,-4.06148251396712,4.0
110,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$EndMarkedContent,3,1,0,4,5,3,1,1,-6.068830935845657,-6.397771299888709,15.0
111,com.itextpdf.xmp.properties.XMPPropertyInfo,4,1,0,2,4,6,3,4,-4.4806933658633925,-4.488199694087871,4.0
112,com.itextpdf.text.pdf.parser.ContentByteUtils,3,1,0,7,22,3,4,2,-7.336109982818751,-8.721580163126761,9.0
113,com.itextpdf.text.pdf.security.TSAClient,3,1,0,0,3,3,4,3,-0.10746770845204129,0.05448642921518054,0.0
114,com.itextpdf.text.pdf.security.SecurityConstants,1,1,0,0,2,0,0,1,0.6001384041726006,0.5893628394357852,0.0
115,com.itextpdf.text.io.GetBufferedRandomAccessSource,5,1,0,1,11,0,1,5,-2.415970807163531,-2.9476205749771442,1.0
116,com.itextpdf.text.html.simpleparser.HTMLTagProcessor,2,1,0,2,2,1,16,2,-4.034662306563552,-3.9488814539004657,13.0
117,com.itextpdf.xmp.options.PropertyOptions,32,2,0,2,39,496,23,30,-5.5496501987564635,-5.7948984504817505,2.0
118,com.itextpdf.xmp.impl.XMPSchemaRegistryImpl$1,6,1,0,3,11,0,1,5,-5.1795580888803965,-5.709204149222801,6.0
119,com.itextpdf.text.log.SysoCounter,5,1,0,1,10,0,0,4,-2.4496026263550967,-2.9164072236825,1.0
120,com.itextpdf.text.pdf.fonts.cmaps.CMapToUnicode,11,2,0,6,32,3,4,7,-7.1648852861241075,-7.9566323410609625,8.0
121,com.itextpdf.text.pdf.codec.LZWCompressor,3,1,0,2,11,0,1,3,-3.61885019777289,-4.417102131796805,1.0
122,com.itextpdf.text.ListItem,17,6,0,7,38,22,15,17,-7.327691727030757,-7.494696430650642,8.0
123,com.itextpdf.text.pdf.interfaces.IPdfStructureElement,2,1,0,2,2,1,2,2,-4.034662306563552,-3.9488814539004657,8.0
124,com.itextpdf.text.pdf.security.ExternalDecryptionProcess,2,1,0,2,2,1,2,2,-4.034662306563552,-3.9488814539004657,0.0
125,com.itextpdf.awt.geom.QuadCurve2D,36,1,2,10,55,630,4,35,-11.45192907310856,-11.774578042307082,8.0
126,com.itextpdf.text.pdf.parser.clipper.Path$OutPt,9,1,0,2,17,4,5,6,-4.505858705611062,-5.096567499295454,1.0
127,com.itextpdf.text.pdf.PdfPTableBody,9,1,2,4,14,12,5,9,-7.199037440923006,-7.189764983381468,8.0
128,com.itextpdf.text.pdf.security.XmlLocator,3,1,0,1,3,3,3,3,-2.742383260498868,-2.661707221660921,1.0
129,com.itextpdf.text.pdf.parser.MultiFilteredRenderListener,6,1,0,4,20,0,0,6,-5.811507569409113,-6.784372624809374,14.0
130,com.itextpdf.text.pdf.collection.PdfCollectionField,6,3,0,8,18,9,2,6,-7.7295121349052485,-8.24223044239892,8.0
131,com.itextpdf.text.pdf.PdfPattern,2,4,0,10,16,1,2,0,-7.306428792142673,-8.09267788919644,8.0
132,com.itextpdf.text.pdf.PdfPage,7,3,0,8,17,13,3,1,-7.920175918538056,-8.31738999476446,8.0
133,com.itextpdf.text.pdf.security.TSAClientBouncyCastle,11,1,0,16,64,27,0,9,-11.0541487916827,-12.690954337956406,4.0
134,com.itextpdf.awt.PdfGraphics2D$HyperLinkKey,4,2,0,0,5,6,1,2,0.20712888961468057,0.44614169498696904,8.0
135,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetColorSpaceStroke,3,1,0,6,6,3,1,1,-7.288306989366029,-7.771582614048337,15.0
136,com.itextpdf.text.pdf.security.RootStoreVerifier,4,2,3,4,25,0,3,3,-5.657214564154417,-6.067232647618544,4.0
137,com.itextpdf.text.pdf.PdfName,10,2,0,4,37,35,188,9,-6.139409742571712,-7.023810835887624,8.0
138,com.itextpdf.text.pdf.parser.clipper.ClipperBase,16,1,1,11,49,92,3,4,-10.655369922336693,-11.531569197022721,2.0
139,com.itextpdf.text.pdf.internal.PdfAnnotationsImp,12,1,0,17,79,0,2,11,-10.680569132741875,-12.4659664027721,8.0
140,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$1,0,1,0,0,0,0,48,0,0.7540801391382728,1.1875633328944055,15.0
141,com.itextpdf.text.pdf.parser.clipper.PolyTree,5,2,0,1,11,0,4,5,-1.974862203229049,-2.2529405580024817,1.0
142,com.itextpdf.text.DocWriter,26,1,1,7,43,203,17,17,-9.685729621763109,-10.162014365898274,8.0
143,com.itextpdf.text.pdf.parser.PdfImageObject,11,1,0,24,57,25,1,8,-12.551398563240948,-14.149185698389632,10.0
144,com.itextpdf.text.pdf.PdfCopy$ImportedPage,3,1,0,3,7,0,1,2,-4.8691601798648945,-5.398972972233502,8.0
145,com.itextpdf.text.pdf.XfaForm$Xml2SomTemplate,5,2,0,2,33,0,1,4,-3.113644066558207,-4.215409864703459,8.0
146,com.itextpdf.text.pdf.security.LtvVerification$CertificateInclusion,4,2,0,1,7,4,1,2,-2.2582861006151425,-2.3180149548412143,8.0
147,com.itextpdf.text.pdf.parser.clipper.Edge$1,1,1,0,2,5,0,1,0,-3.308187242247662,-3.964353018318178,1.0
148,com.itextpdf.xmp.options.IteratorOptions,11,2,0,1,14,55,5,9,-3.164718966093525,-3.197901640015659,2.0
149,com.itextpdf.text.pdf.PdfStructureElement,38,3,0,38,140,585,3,10,-14.668040540259263,-15.881311372883438,8.0
150,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$MoveTo,3,1,0,5,9,3,1,1,-6.56445899534196,-7.295470750159538,15.0
151,com.itextpdf.text.pdf.security.MakeSignature$CryptoStandard,4,2,0,1,7,4,2,2,-2.2582861006151425,-2.3180149548412143,8.0
152,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreXObjectDoHandler,4,1,0,5,5,6,1,2,-7.045137608927832,-7.2697970541993095,15.0
153,com.itextpdf.text.pdf.FilterHandlers$Filter_LZWDECODE,3,1,0,7,7,3,1,1,-7.744297668451579,-8.342745299831575,8.0
154,com.itextpdf.text.pdf.parser.PdfTextExtractor,4,1,0,5,10,6,1,3,-6.810852731978454,-7.487234479323114,17.0
155,com.itextpdf.text.pdf.PdfContentByte$GraphicState,4,1,0,6,8,0,2,0,-7.137207520039346,-7.699862257890936,8.0
156,com.itextpdf.text.pdf.collection.PdfCollectionSort,4,3,0,6,14,6,1,4,-6.522876111708203,-7.014993051305029,8.0
157,com.itextpdf.text.pdf.qrcode.WriterException,2,3,0,0,4,1,4,2,1.0931055622944827,1.3604998931463437,0.0
158,com.itextpdf.text.xml.xmp.XmpMMProperties,1,1,0,0,2,0,0,1,0.6001384041726006,0.5893628394357852,0.0
159,com.itextpdf.text.pdf.CFFFont$IndexBaseItem,1,2,0,1,2,0,4,1,-1.5936685439397444,-1.4321507944656537,8.0
160,com.itextpdf.text.pdf.security.MakeXmlSignature$EmptyKey,6,1,0,0,7,13,1,4,-0.5237532915819159,-0.5646018649769797,9.0
161,com.itextpdf.text.pdf.codec.wmf.InputMeta,8,1,0,2,12,0,5,8,-4.264806723012231,-4.684595378846418,8.0
162,com.itextpdf.text.html.simpleparser.HTMLTagProcessors,2,3,0,15,18,0,1,1,-8.810438276633935,-9.869386622802564,13.0
163,com.itextpdf.xmp.impl.ISO8601Converter,4,1,0,4,48,6,2,3,-5.540344263889039,-7.308693700398254,2.0
164,com.itextpdf.awt.geom.Point,16,2,0,1,23,50,2,16,-3.257582131002862,-3.4537106819203096,2.0
165,com.itextpdf.text.pdf.PdfSignatureAppearance$RenderingMode,4,2,0,1,7,4,2,2,-2.2582861006151425,-2.3180149548412143,8.0
166,com.itextpdf.text.pdf.parser.TextExtractionStrategy,1,1,0,1,1,0,8,1,-2.1914983684337828,-1.9813794314603237,14.0
167,com.itextpdf.text.pdf.PdfAction,30,3,0,20,72,435,24,27,-12.32642014778988,-13.103231834418002,8.0
168,com.itextpdf.text.pdf.PdfPTable$ColumnMeasurementState,4,1,0,1,11,0,1,4,-2.2637844522599964,-2.8939356901568547,8.0
169,com.itextpdf.text.pdf.parser.PdfReaderContentParser,3,1,0,7,17,1,1,3,-7.310744259062538,-8.519858721430575,16.0
170,com.itextpdf.text.AccessibleElementId,7,1,0,0,9,0,20,6,-0.09165881586024238,-0.2507316782861321,0.0
171,com.itextpdf.text.pdf.parser.clipper.ClipperOffset$1,1,1,0,1,3,0,1,0,-1.9235816722928396,-2.230030207878772,4.0
172,com.itextpdf.text.pdf.PdfCopy$StampContent,3,2,0,3,4,0,1,1,-4.609718360494186,-4.535689849585045,8.0
173,com.itextpdf.text.pdf.PdfRendition,1,3,0,6,9,0,1,0,-5.577562517634416,-6.280291286320005,8.0
174,com.itextpdf.text.pdf.FontSelector,8,1,0,11,41,8,1,3,-9.462098303471128,-10.898373054029904,8.0
175,com.itextpdf.text.FontProvider,2,1,0,2,2,1,3,2,-4.034662306563552,-3.9488814539004657,8.0
176,com.itextpdf.text.pdf.StandardDecryption,3,1,0,2,12,0,1,3,-3.587911923202191,-4.445815631566915,1.0
177,com.itextpdf.text.pdf.codec.TiffWriter$FieldByte,1,2,0,1,2,0,0,1,-1.5936685439397444,-1.4321507944656537,2.0
178,com.itextpdf.text.pdf.CFFFont$MarkerItem,2,2,0,2,4,0,2,2,-3.275997347200585,-3.3236591657479284,8.0
179,com.itextpdf.text.pdf.XfaForm$Stack2,5,4,0,0,11,10,5,5,0.8002687852286183,0.9447999751203362,8.0
180,com.itextpdf.text.pdf.BarcodePDF417$SegmentList,5,1,0,1,12,0,1,4,-2.385032532592832,-2.9763340747472533,9.0
181,com.itextpdf.text.pdf.ICC_Profile,8,1,0,2,26,18,7,6,-4.492525243243996,-5.430153500196464,3.0
182,com.itextpdf.text.pdf.draw.VerticalPositionMark,12,1,1,6,18,32,1,12,-8.576970880720614,-8.823258618679146,8.0
183,com.itextpdf.text.xml.simpleparser.EntitiesToSymbol,4,1,0,4,17,4,0,3,-5.869121159336857,-6.894210430023658,9.0
184,com.itextpdf.text.RectangleReadOnly,31,2,0,3,44,465,1,30,-6.560867462851012,-6.944839050071284,8.0
185,com.itextpdf.text.pdf.BarcodeDatamatrix,35,1,0,8,53,419,0,18,-10.094463973085185,-10.900285402681021,9.0
186,com.itextpdf.text.pdf.PdfImage,6,4,0,12,56,1,3,3,-8.181087081508828,-9.43079264103512,8.0
187,com.itextpdf.xmp.impl.XMPIteratorImpl$NodeIteratorChildren,2,2,0,6,19,0,1,2,-5.9610647566022825,-7.141215252297949,6.0
188,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$3,3,1,0,2,5,3,1,2,-4.126988830453691,-4.3960300321003265,13.0
189,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$2,3,1,0,2,8,3,1,2,-3.9702676098941336,-4.541481412080319,13.0
190,com.itextpdf.text.pdf.ReaderProperties,9,1,0,2,10,20,1,9,-4.944888212230945,-5.155490999791224,2.0
191,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$5,3,1,0,5,7,3,1,2,-6.65070890691913,-7.215423079414884,13.0
192,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$4,3,1,0,5,13,3,1,2,-6.434405043588328,-7.416172507629763,13.0
193,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$7,3,1,0,3,12,3,1,2,-4.921722621274497,-5.800716528705573,13.0
194,com.itextpdf.text.pdf.parser.clipper.DefaultClipper$2,1,1,0,2,5,0,1,0,-3.308187242247662,-3.964353018318178,3.0
195,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$6,3,1,0,2,6,3,1,2,-4.067406187682445,-4.451328080335212,13.0
196,com.itextpdf.text.pdf.parser.clipper.DefaultClipper$1,3,1,0,3,6,3,2,2,-5.160994949214893,-5.578650300751902,3.0
197,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$9,3,1,0,3,10,3,1,2,-4.986292715036761,-5.74078967764082,13.0
198,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$8,3,1,0,5,14,3,1,2,-6.407737774782404,-7.440922130139531,13.0
199,com.itextpdf.text.pdf.parser.clipper.Edge$Side,4,2,0,1,7,4,3,2,-2.2582861006151425,-2.3180149548412143,1.0
200,com.itextpdf.text.pdf.PdfPTable,125,1,0,30,221,6188,14,112,-15.761323380042437,-17.064364559516054,8.0
201,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextCharacterSpacing,3,1,0,6,7,3,2,1,-7.236694156555887,-7.819483962251907,15.0
202,com.itextpdf.text.pdf.security.DigestAlgorithms,9,1,0,0,21,30,7,8,-0.5682169907698386,-1.1630125217340919,0.0
203,com.itextpdf.text.pdf.fonts.cmaps.CMapCidUni,3,2,0,6,12,0,3,2,-6.367704120951293,-7.071390148305375,8.0
204,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$1,4,1,0,2,9,6,1,2,-4.21277666972245,-4.736850470506319,13.0
205,com.itextpdf.text.pdf.fonts.cmaps.CMapCache,6,1,0,8,16,7,3,5,-8.48791634367466,-9.353262125047697,8.0
206,com.itextpdf.testutils.CompareTool$CmpMarkedContentRenderFilter,6,1,0,6,23,0,1,5,-7.038953432890589,-8.150787238937685,17.0
