,ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,CA,NPM,FWBR,FWBR_N,layer
544,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreOperatorContentOperator,3,1,0,4,4,3,1,1,-6.139302244828043,-6.332367590653371,9.0
545,com.itextpdf.text.pdf.GrayColor,6,3,0,1,9,3,7,5,-2.1012556432175393,-1.9676221329389265,4.0
546,com.itextpdf.text.pdf.TrueTypeFont,43,2,2,24,133,337,3,12,-13.830901645003383,-14.558549339190645,4.0
547,com.itextpdf.text.FontFactory,28,1,0,4,42,106,6,26,-7.530670462607259,-8.227100871078731,4.0
548,com.itextpdf.text.pdf.parser.PdfImageObject$ImageBytesType,5,2,0,1,8,6,1,3,-2.4232517967761242,-2.4691882206894147,6.0
549,com.itextpdf.text.pdf.parser.InlineImageUtils$InlineImageParseException,1,4,0,0,2,0,1,1,1.596978125896055,2.159236173646973,7.0
550,com.itextpdf.text.pdf.TrueTypeFont$HorizontalHeader,1,1,0,0,2,0,1,0,0.6001384041726006,0.5893628394357852,4.0
551,com.itextpdf.text.pdf.DocumentFont,32,2,1,22,98,380,6,14,-13.221384935454388,-14.05816367729784,4.0
552,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ProcessGraphicsStateResource,3,1,0,14,16,3,1,1,-9.842528351221642,-11.076434257465786,9.0
553,com.itextpdf.text.pdf.CFFFont$DictNumberItem,3,2,0,1,5,0,2,3,-1.9043314994649734,-1.8848999079442812,4.0
554,com.itextpdf.text.pdf.HyphenationAuto,4,1,0,4,14,2,1,4,-5.851074817222317,-6.744947893433337,8.0
555,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ResourceDictionary,4,3,0,3,11,0,4,4,-4.144619865168551,-4.422566008138551,9.0
556,com.itextpdf.text.pdf.hyphenation.PatternConsumer,3,1,0,0,3,3,2,3,-0.10746770845204129,0.05448642921518054,0.0
557,com.itextpdf.text.pdf.CFFFont$RangeItem,3,2,0,3,8,0,2,3,-4.382525830952243,-4.746544938800375,4.0
558,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveStartNextLineWithLeading,2,1,0,6,10,0,1,2,-6.633250566886887,-7.6214348507948575,9.0
559,com.itextpdf.text.pdf.PdfStamper,49,1,0,34,127,0,3,48,-14.151150928406913,-15.637019729147088,6.0
560,com.itextpdf.text.pdf.LZWDecoder,8,1,0,2,14,0,1,8,-4.209495086005759,-4.7359295498209635,4.0
561,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveStartNextLine,3,1,0,6,12,3,3,1,-7.049034661425632,-7.993648842002008,9.0
562,com.itextpdf.text.pdf.parser.MarkedContentRenderFilter,2,2,0,2,4,0,1,2,-3.275997347200585,-3.3236591657479284,9.0
563,com.itextpdf.text.Header,2,2,0,1,5,0,1,2,-1.664199247703821,-1.8001914445238538,4.0
564,com.itextpdf.text.SpecialSymbol,4,1,0,4,13,6,2,4,-6.024564823360785,-6.859293495764926,4.0
565,com.itextpdf.text.pdf.FilterHandlers,3,1,0,9,14,1,2,2,-8.229468911904444,-9.32887405956693,4.0
566,com.itextpdf.text.pdf.BidiLine,25,1,0,14,82,0,1,24,-10.551845923961311,-11.968818531791856,4.0
567,com.itextpdf.text.Jpeg2000,7,3,0,4,21,13,1,4,-5.608212024978995,-6.086052226361139,4.0
568,com.itextpdf.text.pdf.PdfMediaClipData,1,3,0,6,10,0,1,0,-5.540723027843595,-6.314481644260699,4.0
569,com.itextpdf.text.pdf.PdfLine,28,1,0,6,73,82,4,16,-8.555887885365795,-9.698659044145666,4.0
570,com.itextpdf.text.pdf.parser.PdfImageObject$TrackingFilter,3,1,0,5,4,1,1,1,-6.712264723212974,-6.9330306353801054,6.0
571,com.itextpdf.text.pdf.PRAcroForm,9,3,0,8,37,10,1,6,-7.775832687235037,-8.611551182677513,4.0
572,com.itextpdf.text.ImgCCITT,2,3,0,4,11,1,1,1,-4.686590880535359,-5.2603609416313395,4.0
573,com.itextpdf.text.pdf.codec.Base64,29,1,0,2,78,402,4,16,-5.611817857155933,-6.671235243988283,4.0
574,com.itextpdf.text.pdf.AcroFields,66,1,0,52,325,1539,11,53,-16.883279421821705,-18.889457124876973,4.0
575,com.itextpdf.text.pdf.PRStream,17,4,0,10,39,62,16,15,-9.069127554086863,-9.493576570067459,4.0
576,com.itextpdf.text.pdf.BarcodeEAN,12,2,0,7,44,22,0,11,-7.922527305512431,-8.901877854016357,6.0
577,com.itextpdf.text.pdf.PdfContents,2,4,0,11,25,0,5,0,-7.352854357670296,-8.47227191210595,4.0
578,com.itextpdf.text.pdf.PdfXConformanceException,2,4,0,0,4,1,3,2,1.3358651448796641,1.7428098944631263,0.0
579,com.itextpdf.text.pdf.qrcode.ErrorCorrectionLevel,7,1,0,0,9,9,6,5,-0.4906588158602424,-0.6287316782861321,0.0
580,com.itextpdf.text.pdf.TSAClientBouncyCastle,7,1,0,10,51,9,0,6,-8.968726013215214,-10.616636638311137,5.0
581,com.itextpdf.text.ZapfDingbatsNumberList,5,2,0,6,23,0,0,5,-6.469173099286069,-7.410717298593466,5.0
582,com.itextpdf.text.pdf.ExtendedColor,6,2,5,1,9,3,12,5,-3.2546305288356656,-2.4605054488586693,4.0
583,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextRenderMode,3,1,0,6,7,3,1,1,-7.236694156555887,-7.819483962251907,9.0
584,com.itextpdf.text.pdf.PdfWriter$PdfBody$PdfCrossReference,10,1,0,1,22,0,1,6,-2.670454379727005,-3.359481751069504,4.0
585,com.itextpdf.text.pdf.PdfContentByte,176,1,4,53,398,5014,53,158,-18.646596890066473,-19.51505746273953,4.0
586,com.itextpdf.text.pdf.codec.wmf.MetaState,36,1,0,7,69,422,2,36,-9.570522781628926,-10.541066028570864,4.0
