ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,CA,NPM
com.itextpdf.text.pdf.PdfSigLockDictionary$LockPermissions,5,2,0,2,9,6,1,3
com.itextpdf.text.pdf.parser.LocationTextExtractionStrategy,12,1,0,8,41,52,2,7
com.itextpdf.text.pdf.fonts.FontsResourceAnchor,1,1,0,0,2,0,2,1
com.itextpdf.text.pdf.security.LtvVerifier,13,3,0,20,72,20,0,11
com.itextpdf.text.TextElementArray,1,1,0,1,1,0,5,1
com.itextpdf.text.pdf.CMapAwareDocumentFont,10,3,0,20,49,23,5,5
com.itextpdf.text.pdf.IntHashtable$Entry,4,1,0,0,5,0,3,2
com.itextpdf.text.pdf.PdfEncodings$SymbolConversion,5,1,0,2,11,2,1,3
com.itextpdf.text.pdf.ShadingColor,4,3,0,2,6,0,2,4
com.itextpdf.text.pdf.qrcode.ByteMatrix,9,1,0,0,14,0,6,9
com.itextpdf.text.pdf.qrcode.BitArray,12,1,0,0,18,0,1,11
com.itextpdf.text.html.simpleparser.ImageStore,1,3,0,0,2,0,1,1
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$PushGraphicsState,3,1,0,5,8,3,2,1
com.itextpdf.text.pdf.codec.TiffImage,11,1,0,18,77,55,1,7
com.itextpdf.text.pdf.PdfOCG,2,1,0,2,2,1,11,2
com.itextpdf.text.pdf.CFFFont$UInt16Item,3,2,0,1,5,1,2,3
com.itextpdf.text.pdf.security.MakeSignature,4,1,0,18,54,4,0,3
com.itextpdf.text.FontFactoryImp,25,1,0,10,76,168,2,24
com.itextpdf.text.pdf.parser.LocationTextExtractionStrategy$TextChunkFilter,1,1,0,1,1,0,1,1
com.itextpdf.text.Section,53,4,1,13,94,1196,4,47
com.itextpdf.awt.geom.GeneralPath$Iterator,7,1,0,4,14,0,1,5
com.itextpdf.text.pdf.PdfLister,6,1,0,8,31,0,0,6
com.itextpdf.awt.geom.Line2D$Double,11,2,0,5,15,21,0,11
com.itextpdf.text.pdf.CFFFont$UInt32Item,3,2,0,1,5,1,1,3
com.itextpdf.text.pdf.PdfSignatureAppearance$RangeStream,4,2,0,1,12,2,1,2
com.itextpdf.text.pdf.crypto.IVGenerator,4,1,0,1,16,4,2,2
com.itextpdf.text.pdf.qrcode.MaskUtil,7,1,0,2,18,21,2,5
com.itextpdf.text.pdf.PRTokeniser,32,1,0,4,58,156,13,31
com.itextpdf.awt.geom.Point2D$Float,7,2,0,1,14,0,5,7
com.itextpdf.text.pdf.qrcode.ReedSolomonException,1,3,0,0,2,0,0,1
com.itextpdf.text.pdf.PdfNull,3,2,0,1,4,3,9,2
com.itextpdf.text.pdf.BarcodePDF417,56,1,0,7,87,1070,0,28
com.itextpdf.text.pdf.PdfBorderArray,2,3,0,4,5,1,1,2
com.itextpdf.text.html.simpleparser.StyleSheet,7,1,0,3,38,0,1,7
com.itextpdf.text.pdf.Barcode,38,1,7,7,43,663,7,38
com.itextpdf.text.pdf.XfaForm$Xml2SomDatasets,4,2,0,2,45,0,2,2
com.itextpdf.text.pdf.PdfEncryption,32,1,0,21,92,266,11,24
com.itextpdf.text.pdf.CFFFont$UInt24Item,3,2,0,1,5,1,1,3
com.itextpdf.text.pdf.PdfFormField,37,4,0,16,69,640,16,29
com.itextpdf.text.pdf.PdfCopy$PageStamp,8,1,0,20,68,0,1,4
com.itextpdf.text.pdf.PdfResources,2,3,0,3,7,1,1,0
com.itextpdf.text.pdf.LongHashtable,18,1,0,3,29,0,1,17
com.itextpdf.awt.geom.misc.Messages,9,1,0,0,24,30,8,8
com.itextpdf.text.pdf.PdfIsoConformanceException,2,4,1,0,4,1,1,2
com.itextpdf.awt.geom.Rectangle2D$Iterator,6,1,0,4,15,0,1,5
com.itextpdf.text.pdf.codec.Base64$InputStream,4,3,0,2,12,4,1,4
com.itextpdf.text.pdf.codec.TIFFField,23,1,0,0,26,0,2,22
com.itextpdf.text.pdf.codec.TIFFDirectory,32,1,0,3,74,266,1,19
com.itextpdf.text.exceptions.IllegalPdfSyntaxException,1,5,0,0,2,0,1,1
com.itextpdf.text.pdf.PdfNameTree,4,1,0,10,27,6,4,3
com.itextpdf.text.pdf.security.CrlClient,1,1,0,0,1,0,4,1
com.itextpdf.text.pdf.events.IndexEvents,11,2,0,7,38,33,2,10
com.itextpdf.text.pdf.hyphenation.CharVector,13,1,0,1,16,0,3,13
com.itextpdf.text.pdf.OutputStreamCounter,8,2,0,0,14,0,9,8
com.itextpdf.awt.DefaultFontMapper,11,1,1,4,40,21,2,11
com.itextpdf.text.pdf.crypto.AESCipherCBCnoPad,2,1,0,5,14,0,1,2
com.itextpdf.text.pdf.codec.TIFFFaxDecoder,16,1,0,1,19,6,3,6
com.itextpdf.text.pdf.PdfDiv$PositionType,4,2,0,1,7,4,1,2
com.itextpdf.text.pdf.Type3Font,23,2,0,18,66,235,0,19
com.itextpdf.text.pdf.PdfDocument$Destination,1,1,0,4,2,0,3,1
com.itextpdf.text.pdf.security.PrivateKeySignature,4,1,0,2,17,0,0,4
com.itextpdf.text.pdf.PdfBoolean,5,2,0,3,11,0,21,4
com.itextpdf.text.pdf.FilterHandlers$Filter_RUNLENGTHDECODE,3,1,0,5,8,3,1,1
com.itextpdf.text.pdf.AcroFields$RevisionStream,5,2,0,2,12,2,1,3
com.itextpdf.text.ImgJBIG2,5,3,0,1,14,6,4,4
com.itextpdf.text.pdf.NumberArray,2,3,1,3,8,1,1,2
com.itextpdf.text.pdf.parser.PdfImageObject$1,0,1,0,0,0,0,2,0
com.itextpdf.text.PageSize,3,1,0,3,18,3,2,2
com.itextpdf.text.pdf.PdfPageElement,2,1,0,1,2,1,0,2
com.itextpdf.text.pdf.FdfWriter$Wrt,3,3,0,13,25,1,1,0
com.itextpdf.text.pdf.security.CertificateUtil,8,1,0,15,38,28,3,6
com.itextpdf.awt.geom.CubicCurve2D,39,1,2,10,59,741,4,38
com.itextpdf.text.pdf.PdfObject,21,1,9,3,27,0,160,17
com.itextpdf.text.pdf.VerticalText,20,1,0,10,61,104,0,17
com.itextpdf.text.pdf.security.LtvVerification$CertificateOption,4,2,0,1,7,4,2,2
com.itextpdf.text.pdf.parser.InlineImageUtils,9,1,0,9,47,32,1,1
com.itextpdf.text.pdf.XfaForm$Xml2Som,15,1,3,2,49,87,5,14
com.itextpdf.text.pdf.hyphenation.Hyphenation,6,1,0,0,13,0,3,5
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ShowText,3,1,0,5,6,3,2,1
com.itextpdf.text.pdf.FilterHandlers$FilterHandler,1,1,0,3,1,0,9,1
com.itextpdf.text.log.Logger,9,1,0,1,9,36,17,9
com.itextpdf.text.pdf.codec.JBIG2SegmentReader$JBIG2Segment,3,1,0,0,4,1,2,3
com.itextpdf.text.pdf.PushbuttonField,22,2,0,23,92,117,1,21
com.itextpdf.text.pdf.Barcode128,12,2,0,8,61,46,0,9
com.itextpdf.text.DocumentException,3,3,2,0,6,3,81,3
com.itextpdf.text.pdf.qrcode.ReedSolomonEncoder,3,1,0,2,17,0,1,2
com.itextpdf.text.pdf.PdfEncodings$Cp437Conversion,6,1,0,3,13,7,1,3
com.itextpdf.text.pdf.PdfPTableEventSplit,1,1,0,2,1,0,2,1
com.itextpdf.text.pdf.PdfEncodings$1,0,1,0,0,0,0,4,0
com.itextpdf.text.pdf.TextField,31,2,0,24,129,327,2,23
com.itextpdf.text.pdf.PdfLayer,24,3,0,12,45,242,6,20
com.itextpdf.text.pdf.CFFFont$Item,4,1,12,0,5,4,14,3
com.itextpdf.text.pdf.PdfReader,148,1,1,46,406,8638,60,107
com.itextpdf.text.pdf.CJKFont,40,2,0,21,119,562,3,21
com.itextpdf.text.pdf.qrcode.Version$ECBlocks,6,1,0,1,8,0,2,4
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ShowTextArray,3,1,0,8,11,3,1,1
com.itextpdf.text.pdf.PRIndirectReference,5,3,0,4,13,0,26,5
com.itextpdf.text.pdf.PdfPageEventHelper,12,1,2,5,13,66,2,12
com.itextpdf.text.pdf.interfaces.PdfXConformance,3,1,0,1,3,3,2,3
com.itextpdf.text.pdf.hyphenation.SimplePatternParser,14,1,0,5,48,73,1,10
com.itextpdf.awt.geom.AffineTransform,55,1,0,9,84,95,15,52
com.itextpdf.text.Chapter,5,5,1,2,10,8,1,5
com.itextpdf.text.pdf.CFFFont$SubrMarkerItem,2,2,0,3,4,0,1,2
com.itextpdf.awt.geom.Point2D$Double,6,2,0,1,13,0,4,6
com.itextpdf.text.Meta,11,1,1,3,18,33,3,10
com.itextpdf.text.pdf.crypto.AESCipher,3,1,0,7,15,0,2,3
com.itextpdf.awt.geom.QuadCurve2D$Iterator,6,1,0,4,17,0,1,5
com.itextpdf.awt.PdfGraphics2D,95,3,1,18,352,3783,4,77
com.itextpdf.text.pdf.codec.wmf.MetaBrush,5,2,0,3,8,0,2,5
com.itextpdf.text.pdf.PdfSmartCopy,2,4,0,16,21,0,1,1
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginMarkedContentDictionary,4,1,0,8,10,6,1,1
com.itextpdf.text.pdf.security.ExternalSignature,3,1,0,0,3,3,2,3
com.itextpdf.text.pdf.internal.PdfViewerPreferencesImp,10,1,0,8,20,11,3,7
com.itextpdf.text.pdf.interfaces.PdfAnnotations,4,1,0,3,4,6,1,4
com.itextpdf.text.Font$FontStyle,5,2,0,1,8,6,1,3
com.itextpdf.text.pdf.PdfStamperImp,66,3,0,59,350,1009,7,18
com.itextpdf.text.pdf.qrcode.CharacterSetECI,7,1,0,0,11,15,1,3
com.itextpdf.text.Element,6,1,0,1,6,15,39,6
com.itextpdf.text.pdf.PdfDiv$FloatType,4,2,0,1,7,4,2,2
com.itextpdf.awt.PdfGraphics2D$Kid,1,1,0,1,2,0,1,0
com.itextpdf.text.xml.xmp.XmpSchema,9,4,4,3,23,34,5,8
com.itextpdf.text.pdf.events.FieldPositioningEvents,10,2,0,16,32,0,0,10
com.itextpdf.awt.geom.CubicCurve2D$Iterator,6,1,0,4,19,0,1,5
com.itextpdf.text.pdf.PdfDocument$Indentation,1,1,0,0,2,0,1,1
com.itextpdf.text.Rectangle,66,1,3,5,77,1597,60,64
com.itextpdf.text.pdf.PdfChunk,41,1,0,11,110,504,7,10
com.itextpdf.text.xml.simpleparser.SimpleXMLDocHandlerComment,1,1,0,0,1,0,3,1
com.itextpdf.text.pdf.codec.TiffWriter$FieldUndefined,1,2,0,1,2,0,1,1
com.itextpdf.text.pdf.PdfConcatenate,6,1,0,6,17,3,0,6
com.itextpdf.text.pdf.codec.PngImage,24,1,0,16,87,226,1,7
com.itextpdf.awt.geom.QuadCurve2D$Double,13,2,0,5,18,28,0,13
com.itextpdf.text.pdf.SimpleBookmark,21,1,0,23,133,188,1,15
com.itextpdf.awt.geom.IllegalPathStateException,2,4,0,0,4,1,1,2
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$MoveNextLineAndShowText,2,1,0,5,6,0,2,2
com.itextpdf.text.pdf.events.PdfPageEventForwarder,13,1,0,5,30,0,1,13
com.itextpdf.text.pdf.PdfContentParser$1,1,1,0,1,3,0,1,0
com.itextpdf.text.xml.simpleparser.SimpleXMLParser,14,1,0,9,62,51,6,4
com.itextpdf.text.pdf.codec.JBIG2SegmentReader$JBIG2Page,3,1,0,2,17,0,2,3
com.itextpdf.text.pdf.codec.wmf.MetaFont,8,2,0,8,23,12,2,7
com.itextpdf.text.pdf.PdfNumber,10,2,0,3,20,0,109,10
com.itextpdf.text.pdf.GlyphList,4,1,0,3,31,2,5,3
com.itextpdf.text.pdf.PdfWriter$PdfTrailer,2,3,0,7,12,0,2,2
com.itextpdf.text.pdf.PdfEncodings,7,1,0,8,40,0,24,6
com.itextpdf.text.pdf.BarcodeDatamatrix$Placement,10,1,0,0,16,1,1,0
com.itextpdf.text.pdf.PdfPTableEvent,1,1,0,2,1,0,4,1
com.itextpdf.text.pdf.hyphenation.ByteVector,11,1,0,0,13,0,1,11
com.itextpdf.text.Phrase,37,4,2,12,95,454,15,34
com.itextpdf.text.pdf.qrcode.EncodeHintType,2,1,0,0,3,1,2,0
com.itextpdf.text.pdf.PdfArray,31,2,6,11,62,45,88,31
com.itextpdf.text.pdf.internal.PdfVersionImp,11,1,0,9,27,25,3,10
com.itextpdf.text.pdf.PdfGState,11,3,0,5,16,55,3,10
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextRise,3,1,0,6,7,3,1,1
com.itextpdf.text.pdf.PdfEncryptor,17,1,0,8,30,136,1,16
com.itextpdf.text.pdf.parser.RenderFilter,3,1,2,2,4,3,5,3
com.itextpdf.text.pdf.FilterHandlers$Filter_DoNothing,3,1,0,5,4,3,1,1
com.itextpdf.text.pdf.PdfCopyFormsImp,3,4,0,6,23,1,1,1
com.itextpdf.text.pdf.security.BouncyCastleDigest,2,1,0,13,17,1,2,2
com.itextpdf.text.pdf.CFFFont$UInt8Item,3,2,0,1,5,1,2,3
com.itextpdf.text.pdf.PdfEncodings$SymbolTTConversion,5,1,0,2,8,10,1,3
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$11,3,1,0,5,19,3,1,2
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$12,3,1,0,3,13,3,1,2
com.itextpdf.text.pdf.PRAcroForm$FieldInformation,5,1,0,4,8,0,1,4
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$10,3,1,0,3,7,3,1,2
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$13,3,1,0,5,13,3,1,2
com.itextpdf.text.html.simpleparser.HTMLTagProcessors$14,3,1,0,4,8,3,1,2
com.itextpdf.text.pdf.parser.TaggedPdfReaderTool,8,1,0,15,43,22,0,7
com.itextpdf.awt.geom.misc.RenderingHints$Key,5,1,1,0,7,8,3,3
com.itextpdf.text.pdf.parser.Vector,13,1,0,1,23,0,7,13
com.itextpdf.text.pdf.parser.ImageRenderInfo,10,1,0,9,19,9,8,6
com.itextpdf.text.xml.xmp.XmpArray,2,4,0,1,11,0,3,2
com.itextpdf.text.pdf.qrcode.BitVector,11,1,0,0,21,0,2,10
com.itextpdf.text.pdf.hyphenation.Hyphen,3,1,0,0,9,0,1,1
com.itextpdf.text.pdf.codec.TiffWriter$FieldShort,2,2,0,1,3,0,1,2
com.itextpdf.text.pdf.PdfStructTreeController$returnType,4,2,0,1,7,4,2,2
com.itextpdf.text.pdf.hyphenation.TernaryTree$Iterator,8,1,0,3,23,0,2,6
com.itextpdf.awt.geom.Dimension2D,6,1,1,0,9,15,2,5
com.itextpdf.text.pdf.codec.TiffWriter$FieldRational,2,2,0,1,3,1,1,2
com.itextpdf.text.pdf.FdfWriter,18,1,0,11,58,125,2,13
com.itextpdf.text.xml.simpleparser.handler.NeverNewLineHandler,2,1,0,1,3,1,1,2
com.itextpdf.text.html.simpleparser.TableWrapper,9,1,0,5,34,28,2,9
com.itextpdf.text.pdf.PdfSignatureAppearance$SignatureEvent,1,1,0,1,1,0,1,1
com.itextpdf.text.pdf.BaseFont$StreamFont,2,4,0,5,12,0,4,2
com.itextpdf.text.pdf.security.CertificateVerification,6,1,0,7,41,15,0,6
com.itextpdf.text.html.simpleparser.ChainedProperties,6,1,0,2,22,0,7,5
com.itextpdf.awt.geom.FlatteningPathIterator,10,1,0,4,25,13,4,9
com.itextpdf.text.pdf.TrueTypeFontSubSet,15,1,0,5,44,3,2,0
com.itextpdf.text.pdf.security.OCSPVerifier,8,3,0,19,58,20,1,7
com.itextpdf.text.pdf.parser.FilteredTextRenderListener,2,2,0,4,4,0,1,2
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveNextLine,2,1,0,6,9,0,2,2
com.itextpdf.text.pdf.CFFFont,18,1,1,15,62,49,2,6
com.itextpdf.text.pdf.qrcode.ByteArray,10,1,0,0,13,0,2,10
com.itextpdf.awt.geom.misc.RenderingHints,20,1,0,3,54,0,0,19
com.itextpdf.text.pdf.CompareTool$CmpPngFileFilter,2,1,0,1,7,0,1,1
com.itextpdf.text.pdf.PdfAnnotation$PdfImportedLink,8,1,0,12,37,0,1,7
com.itextpdf.text.RomanList,4,2,0,6,19,4,0,4
com.itextpdf.awt.DefaultFontMapper$BaseFontParameters,1,1,0,0,2,0,2,1
com.itextpdf.text.html.simpleparser.HTMLWorker,58,1,0,33,130,1229,15,57
com.itextpdf.awt.geom.Line2D$Iterator,6,1,0,4,15,0,1,5
com.itextpdf.text.pdf.PdfLiteral,8,2,0,3,13,24,43,8
com.itextpdf.text.pdf.PdfTransition,6,1,0,4,10,5,5,6
com.itextpdf.text.pdf.PdfAnnotation,59,3,1,27,110,1613,20,56
com.itextpdf.text.pdf.codec.JBIG2SegmentReader,12,1,0,4,52,2,2,9
com.itextpdf.text.pdf.fonts.cmaps.CMapCidByte,3,2,0,4,10,0,2,2
com.itextpdf.text.pdf.PdfStructureTreeRoot,12,3,0,10,46,30,4,7
com.itextpdf.text.pdf.PdfSignatureAppearance,61,1,0,36,213,1530,3,52
com.itextpdf.text.pdf.AcroFields$FieldPosition,1,1,0,1,2,0,1,1
com.itextpdf.text.pdf.codec.Base64$OutputStream,8,3,0,2,19,0,1,8
com.itextpdf.text.ElementListener,1,1,0,2,1,0,19,1
com.itextpdf.text.pdf.CFFFont$Font,1,1,0,1,2,0,2,0
com.itextpdf.awt.geom.gl.Crossing,19,1,0,6,43,171,5,16
com.itextpdf.text.pdf.BaseFont,73,1,5,19,145,2520,50,60
com.itextpdf.text.pdf.PdfIndirectReference,6,2,1,1,12,0,81,3
com.itextpdf.text.pdf.CFFFont$IndexOffsetItem,4,3,0,1,6,0,2,4
com.itextpdf.text.pdf.TrueTypeFont$FontHeader,1,1,0,0,2,0,1,0
com.itextpdf.text.pdf.PdfFormXObject,2,4,0,14,17,0,1,0
com.itextpdf.text.pdf.PdfPageLabels,10,1,0,13,50,31,3,9
com.itextpdf.text.pdf.PdfOCProperties,1,3,0,1,2,0,2,1
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextLeading,3,1,0,6,7,3,2,1
com.itextpdf.awt.geom.Dimension,13,2,0,2,24,8,1,13
com.itextpdf.text.MarkedSection,21,2,0,7,43,0,2,21
com.itextpdf.text.pdf.codec.TIFFFaxDecompressor,16,1,0,0,23,12,1,7
com.itextpdf.awt.geom.PolylineShapeIterator,6,1,0,2,11,0,1,5
com.itextpdf.text.pdf.AcroFields$Item,18,1,0,5,28,57,5,10
com.itextpdf.text.ChapterAutoNumber,5,6,0,4,13,4,1,5
com.itextpdf.awt.geom.Rectangle2D$Double,14,3,0,1,27,17,7,14
com.itextpdf.text.pdf.PdfPublicKeyRecipient,5,1,0,0,6,0,2,3
com.itextpdf.text.factories.RomanNumberFactory,6,1,0,1,13,13,2,5
com.itextpdf.text.Image,108,2,7,38,191,5278,46,104
com.itextpdf.text.pdf.parser.ContentOperator,1,1,0,2,1,0,27,1
com.itextpdf.text.xml.xmp.XmpMMSchema,1,5,0,1,2,0,0,1
com.itextpdf.text.pdf.security.LtvVerification$Level,4,2,0,1,7,4,1,2
com.itextpdf.text.pdf.Type3Glyph,5,2,0,8,14,0,1,2
com.itextpdf.text.pdf.parser.PdfContentReaderTool,8,1,0,11,61,28,0,8
com.itextpdf.text.pdf.security.KeyStoreUtil,3,1,0,1,13,3,0,3
com.itextpdf.text.pdf.PdfPRow,21,1,0,15,100,30,3,16
com.itextpdf.text.pdf.parser.RenderListener,4,1,0,2,4,6,9,4
com.itextpdf.text.pdf.MappedRandomAccessFile,11,1,0,1,38,17,1,9
com.itextpdf.text.log.Level,4,2,0,1,7,4,5,2
com.itextpdf.awt.geom.CubicCurve2D$Float,17,2,0,5,22,42,0,17
com.itextpdf.awt.geom.Point2D,14,1,3,1,21,91,17,13
com.itextpdf.text.pdf.XfaForm,39,1,0,19,122,613,2,35
com.itextpdf.text.pdf.fonts.cmaps.CidResource,2,1,0,5,11,1,1,2
com.itextpdf.text.pdf.security.CertificateInfo$X509NameTokenizer,3,1,0,0,11,0,1,3
com.itextpdf.text.pdf.PdfDocument$PdfInfo,10,3,0,6,19,45,2,0
com.itextpdf.text.pdf.codec.BmpImage,29,1,0,12,59,264,2,5
com.itextpdf.text.pdf.PdfVisibilityExpression,6,3,0,6,11,15,1,6
com.itextpdf.text.html.simpleparser.ImageProcessor,1,1,0,3,1,0,1,1
com.itextpdf.text.List,45,1,4,9,73,618,10,45
com.itextpdf.text.pdf.PdfStructTreeController$1,1,1,0,1,3,0,1,0
com.itextpdf.text.pdf.PdfRectangle,22,4,0,4,30,165,15,22
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor,36,1,0,54,115,526,33,5
com.itextpdf.text.pdf.security.LtvTimestamp,2,1,0,9,27,1,0,2
com.itextpdf.text.Version,7,1,0,0,20,5,6,6
com.itextpdf.text.pdf.PdfWriter$PdfBody,15,1,0,13,65,59,5,5
com.itextpdf.text.pdf.TtfUnicodeWriter,2,1,0,12,28,0,2,2
com.itextpdf.text.html.simpleparser.ChainedProperties$TagAttributes,1,1,0,0,2,0,1,0
com.itextpdf.text.pdf.DefaultSplitCharacter,4,1,0,2,7,6,1,2
com.itextpdf.text.pdf.CFFFontSubset,40,2,0,18,96,186,1,2
com.itextpdf.text.pdf.AcroFields$1,0,1,0,0,0,0,3,0
com.itextpdf.text.pdf.BaseField,43,1,3,11,91,773,4,35
com.itextpdf.text.pdf.security.VerificationOK,2,1,0,0,9,0,4,2
com.itextpdf.text.pdf.security.SignaturePermissions$FieldLock,4,1,0,3,10,0,1,4
com.itextpdf.text.pdf.HyphenationEvent,3,1,0,1,3,3,6,3
com.itextpdf.text.pdf.ArabicLigaturizer,13,1,0,2,25,72,1,1
com.itextpdf.text.pdf.qrcode.GF256,10,1,0,1,14,19,3,0
com.itextpdf.text.pdf.FdfReader,12,2,0,10,53,32,4,9
com.itextpdf.text.html.simpleparser.ElementFactory,13,1,0,18,73,66,1,11
com.itextpdf.text.pdf.BarcodeCodabar,7,2,0,7,40,7,0,6
com.itextpdf.text.pdf.BarcodeInter25,8,2,0,7,39,14,0,7
com.itextpdf.text.pdf.PdfFunction,6,1,0,10,23,0,2,4
com.itextpdf.text.log.NoOpLogger,10,1,0,2,11,45,1,10
com.itextpdf.text.pdf.XfdfReader,13,1,0,3,38,30,1,13
com.itextpdf.text.pdf.OutputStreamEncryption,8,2,0,4,22,6,3,8
com.itextpdf.text.pdf.codec.GifImage,22,1,0,12,58,55,1,8
com.itextpdf.text.pdf.CompareTool,8,1,0,3,45,18,3,3
com.itextpdf.text.pdf.qrcode.Encoder,23,1,0,16,96,251,1,4
com.itextpdf.text.xml.xmp.PdfSchema,4,5,0,2,8,6,1,4
com.itextpdf.text.pdf.events.PdfPTableEventForwarder,4,1,0,4,12,0,1,4
com.itextpdf.awt.geom.RectangularShape,26,1,1,9,47,325,1,25
com.itextpdf.text.pdf.qrcode.BlockPair,3,1,0,1,4,0,1,2
com.itextpdf.text.pdf.BarcodeDatamatrix$DmParams,1,1,0,0,2,0,1,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextFont,3,1,0,12,12,3,1,1
com.itextpdf.text.pdf.IntHashtable$IntHashtableIterator,5,1,0,2,8,4,1,4
com.itextpdf.text.pdf.PdfDocument,80,2,0,71,455,1612,14,19
com.itextpdf.text.pdf.codec.GifImage$GifFrame,1,1,0,1,2,0,1,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$EndText,3,1,0,5,7,3,1,1
com.itextpdf.awt.PdfGraphics2D$FakeComponent,2,2,0,1,3,1,1,0
com.itextpdf.text.pdf.XfaForm$AcroFieldsSearch,3,2,0,2,12,0,1,3
com.itextpdf.text.pdf.PdfAppearance,8,3,0,16,37,12,8,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginMarkedContent,3,1,0,6,7,3,1,1
com.itextpdf.text.pdf.PdfPSXObject,4,3,0,10,10,6,1,3
com.itextpdf.text.Jpeg,8,3,0,5,30,20,2,3
com.itextpdf.text.pdf.crypto.ARCFOUREncryption,7,1,0,0,8,15,4,7
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$FormXObjectDoHandler,3,1,0,17,18,3,1,1
com.itextpdf.text.pdf.security.TSAInfoBouncyCastle,1,1,0,1,1,0,1,1
com.itextpdf.text.pdf.parser.LineSegment,6,1,0,3,14,0,5,6
com.itextpdf.text.pdf.PdfSigLockDictionary$LockAction,5,2,0,2,8,6,1,3
com.itextpdf.text.html.simpleparser.CellWrapper,11,1,0,8,32,45,2,11
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$MoveNextLineAndShowTextWithSpacing,2,1,0,8,9,0,1,2
com.itextpdf.text.pdf.qrcode.FormatInformation,9,1,0,1,12,14,1,2
com.itextpdf.text.pdf.PdfEncodings$WingdingsConversion,6,1,0,2,9,9,1,3
com.itextpdf.text.pdf.RandomAccessFileOrArray,49,1,0,4,95,858,27,45
com.itextpdf.text.pdf.PdfImportedPage,17,3,0,14,28,110,7,13
com.itextpdf.text.pdf.SpotColor,5,3,0,3,12,0,4,5
com.itextpdf.awt.geom.NoninvertibleTransformException,1,3,0,0,2,0,1,1
com.itextpdf.text.pdf.PdfTemplate,26,2,4,16,47,207,21,20
com.itextpdf.text.pdf.PdfFont,12,1,0,3,19,16,6,2
com.itextpdf.text.pdf.collection.PdfCollectionSchema,2,3,0,4,5,1,2,2
com.itextpdf.text.factories.GreekAlphabetFactory,5,1,0,1,9,10,1,5
com.itextpdf.text.pdf.PageResources,15,1,0,7,46,19,14,0
com.itextpdf.text.pdf.PdfTextArray,7,1,0,1,20,0,2,5
com.itextpdf.text.pdf.PdfAcroForm,35,3,0,20,123,27,5,35
com.itextpdf.text.pdf.interfaces.PdfPageActions,3,1,0,4,3,3,1,3
com.itextpdf.text.pdf.LongHashtable$LongHashtableIterator,5,1,0,2,8,4,1,4
com.itextpdf.text.xml.xmp.LangAlt,5,4,0,1,16,10,1,4
com.itextpdf.text.pdf.codec.TiffWriter$FieldAscii,1,2,0,1,4,0,1,1
com.itextpdf.awt.geom.Shape,10,1,0,5,10,45,8,10
com.itextpdf.text.pdf.FilterHandlers$Filter_CCITTFAXDECODE,3,1,0,12,17,3,1,1
com.itextpdf.text.pdf.BarcodePDF417$Segment,1,1,0,0,2,0,2,1
com.itextpdf.text.pdf.PdfReader$1,1,1,0,1,3,0,2,0
com.itextpdf.text.xml.simpleparser.NewLineHandler,1,1,0,0,1,0,3,1
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreOperatorContentOperator,3,1,0,4,4,3,1,1
com.itextpdf.text.pdf.parser.PdfImageObject$ImageBytesType,5,2,0,1,8,6,1,3
com.itextpdf.text.pdf.DocumentFont,35,2,1,26,110,423,6,16
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ProcessGraphicsStateResource,3,1,0,14,16,3,1,1
com.itextpdf.text.pdf.HyphenationAuto,4,1,0,4,14,2,1,4
com.itextpdf.text.pdf.LZWDecoder,8,1,0,2,14,0,1,8
com.itextpdf.text.pdf.PdfStamper,51,1,0,29,112,0,3,49
com.itextpdf.text.pdf.parser.MarkedContentRenderFilter,2,2,0,2,4,0,1,2
com.itextpdf.text.Header,2,2,0,1,5,0,1,2
com.itextpdf.text.SpecialSymbol,4,1,0,4,13,6,2,4
com.itextpdf.text.pdf.FilterHandlers,3,1,0,9,14,1,2,2
com.itextpdf.text.pdf.BidiLine,25,1,0,16,88,0,1,24
com.itextpdf.text.pdf.PdfMediaClipData,1,3,0,6,10,0,1,0
com.itextpdf.text.pdf.fonts.cmaps.CidLocation,1,1,0,1,1,0,6,1
com.itextpdf.text.pdf.PRAcroForm,9,3,0,8,37,10,1,6
